t,Naive3,UCB1,Random,Softmax0.1,EnsembleEAnnealingUpdateAll,EnsembleRandomUpdateAll,EXP30.5,eAnnealing,eGreedy0.1,
118300,0.0012574219,0.0000000019,0.0005682951,0.0116319024,0.0013337795,,0.0009664089,0.0009142971,0.0013629546,
118400,0.0012602027,0.0000000011,0.0005704957,0.0116305360,0.0013312242,,0.0009690311,0.0009149309,0.0013661259,
118500,0.0012502747,0.0000000013,0.0005671455,0.0116313181,0.0013316061,,0.0009693230,0.0009075678,0.0013571015,
118600,0.0012500529,0.0000000019,0.0005709257,0.0116319802,0.0013394644,,0.0009645122,0.0009071003,0.0013575931,
118700,0.0012488719,0.0000000000,0.0005702603,0.0116401990,0.0013424104,,0.0009582802,0.0009076765,0.0013538433,
118800,0.0012457388,0.0000000015,0.0005692849,0.0116465731,0.0013440790,,0.0009594083,0.0009032248,0.0013527484,
118900,0.0012469967,0.0000000000,0.0005727174,0.0116460407,0.0013443198,,0.0009558730,0.0009027337,0.0013497977,
119000,0.0012525238,0.0000000011,0.0005739194,0.0116500011,0.0013412698,,0.0009670504,0.0009093867,0.0013469254,
119100,0.0012491351,0.0000000017,0.0005632530,0.0116517777,0.0013418362,,0.0009704483,0.0009058894,0.0013455620,
119200,0.0012429418,0.0000000017,0.0005579929,0.0116464253,0.0013442727,,0.0009681301,0.0008975011,0.0013428176,
119300,0.0012372499,0.0000000000,0.0005627214,0.0116444848,0.0013437662,,0.0009733308,0.0008937460,0.0013367204,
119400,0.0012350971,0.0000000015,0.0005603205,0.0116519189,0.0013469786,,0.0009776241,0.0008939012,0.0013395974,
119500,0.0012386517,0.0000000000,0.0005668908,0.0116529307,0.0013470459,,0.0009678365,0.0008990252,0.0013380826,
119600,0.0012457275,0.0000000017,0.0005631185,0.0116632879,0.0013450843,,0.0009662657,0.0008963403,0.0013378742,
119700,0.0012564192,0.0000000013,0.0005620325,0.0116671706,0.0013450664,,0.0009673573,0.0008976397,0.0013334040,
119800,0.0012626039,0.0000000000,0.0005593139,0.0116726212,0.0013509146,,0.0009682844,0.0008935234,0.0013284379,
119900,0.0012574540,0.0000000000,0.0005622580,0.0116760170,0.0013496334,,0.0009643899,0.0008944960,0.0013295645,
120000,0.0012637904,0.0000000000,0.0005647899,0.0116708861,0.0013524850,,0.0009601797,0.0008927261,0.0013302025,
120100,0.0012526221,0.0000000000,0.0005627274,0.0116737039,0.0013479523,,0.0009671604,0.0008941094,0.0013289790,
120200,0.0012529187,0.0000000000,0.0005627242,0.0116853569,0.0013509213,,0.0009626686,0.0008922497,0.0013295113,
120300,0.0012535081,0.0000000013,0.0005611630,0.0116902639,0.0013454313,,0.0009614602,0.0008820569,0.0013346213,
120400,0.0012495687,0.0000000015,0.0005681489,0.0116847222,0.0013462089,,0.0009610807,0.0008756648,0.0013351719,
120500,0.0012546516,0.0000000000,0.0005705058,0.0116903978,0.0013460647,,0.0009588740,0.0008759241,0.0013291191,
120600,0.0012463506,0.0000000013,0.0005733459,0.0116939701,0.0013478332,,0.0009569757,0.0008632564,0.0013303688,
120700,0.0012453442,0.0000000000,0.0005736140,0.0116917934,0.0013508454,,0.0009584366,0.0008635237,0.0013230274,
120800,0.0012441592,0.0000000008,0.0005739803,0.0116873416,0.0013510987,,0.0009657334,0.0008685513,0.0013245656,
120900,0.0012443374,0.0000000015,0.0005727762,0.0116859794,0.0013512943,,0.0009601795,0.0008600516,0.0013255770,
121000,0.0012413388,0.0000000011,0.0005723667,0.0116883177,0.0013461599,,0.0009609019,0.0008607936,0.0013229165,
121100,0.0012496331,0.0000000015,0.0005754489,0.0116810005,0.0013493007,,0.0009665544,0.0008641671,0.0013223764,
121200,0.0012434432,0.0000000000,0.0005776248,0.0116781677,0.0013495053,,0.0009668355,0.0008602750,0.0013221126,
121300,0.0012447679,0.0000000011,0.0005728725,0.0116863012,0.0013493972,,0.0009644212,0.0008597664,0.0013200652,
121400,0.0012356739,0.0000000000,0.0005765367,0.0116857508,0.0013485982,,0.0009605004,0.0008642112,0.0013178725,
121500,0.0012413565,0.0000000000,0.0005751066,0.0116809011,0.0013516070,,0.0009706169,0.0008664994,0.0013151509,
121600,0.0012431598,0.0000000015,0.0005703274,0.0116860930,0.0013517037,,0.0009708854,0.0008632723,0.0013144878,
121700,0.0012458546,0.0000000008,0.0005702062,0.0116965685,0.0013502862,,0.0009686245,0.0008639764,0.0013090425,
121800,0.0012445376,0.0000000000,0.0005753550,0.0116977497,0.0013528617,,0.0009693268,0.0008602880,0.0013066275,
121900,0.0012428727,0.0000000008,0.0005715609,0.0117040043,0.0013567319,,0.0009612479,0.0008542531,0.0013087624,
122000,0.0012318659,0.0000000000,0.0005706251,0.0117039609,0.0013501179,,0.0009616478,0.0008566650,0.0013140797,
122100,0.0012371637,0.0000000011,0.0005764359,0.0117055836,0.0013486977,,0.0009678310,0.0008595865,0.0013111838,
122200,0.0012356401,0.0000000008,0.0005729124,0.0117099652,0.0013439183,,0.0009671633,0.0008551050,0.0013088664,
122300,0.0012392867,0.0000000000,0.0005701520,0.0117148402,0.0013444203,,0.0009644132,0.0008498666,0.0013104564,
122400,0.0012281063,0.0000000000,0.0005655590,0.0117172054,0.0013386115,,0.0009646058,0.0008500234,0.0013083046,
122500,0.0012185012,0.0000000015,0.0005674295,0.0117116989,0.0013394273,,0.0009640231,0.0008480192,0.0012973066,
122600,0.0012173652,0.0000000000,0.0005733672,0.0117195301,0.0013345032,,0.0009591790,0.0008466585,0.0012982266,
122700,0.0012130069,0.0000000000,0.0005752258,0.0117206268,0.0013358193,,0.0009604998,0.0008528517,0.0012990243,
122800,0.0012050991,0.0000000013,0.0005755246,0.0117190811,0.0013350758,,0.0009744264,0.0008550401,0.0012983598,
122900,0.0011977108,0.0000000008,0.0005738215,0.0117241309,0.0013321722,,0.0009761020,0.0008604853,0.0012919990,
123000,0.0011975407,0.0000000000,0.0005723251,0.0117211843,0.0013290056,,0.0009766621,0.0008590369,0.0012932602,
123100,0.0012099961,0.0000000008,0.0005682719,0.0117183987,0.0013289498,,0.0009790362,0.0008589123,0.0012917387,
123200,0.0012152913,0.0000000000,0.0005662785,0.0117217655,0.0013404459,,0.0009779231,0.0008553853,0.0012900480,
123300,0.0012124462,0.0000000000,0.0005643274,0.0117192878,0.0013389094,,0.0009657898,0.0008547538,0.0012899712,
123400,0.0012058383,0.0000000011,0.0005658051,0.0117223381,0.0013412692,,0.0009596827,0.0008585660,0.0012887482,
123500,0.0012091528,0.0000000000,0.0005623061,0.0117199824,0.0013411236,,0.0009624748,0.0008547283,0.0012868381,
123600,0.0012195353,0.0000000000,0.0005645415,0.0117216596,0.0013478613,,0.0009656821,0.0008544724,0.0012904384,
123700,0.0012123911,0.0000000000,0.0005659588,0.0117212822,0.0013575632,,0.0009640358,0.0008489187,0.0013009452,
123800,0.0012134695,0.0000000000,0.0005665731,0.0117207027,0.0013576199,,0.0009679635,0.0008506882,0.0013051193,
123900,0.0012128489,0.0000000013,0.0005682093,0.0117185901,0.0013485799,,0.0009647720,0.0008451322,0.0013022824,
124000,0.0012136496,0.0000000000,0.0005670831,0.0117202682,0.0013406972,,0.0009571019,0.0008490257,0.0012941329,
124100,0.0012186876,0.0000000000,0.0005628031,0.0117175398,0.0013444552,,0.0009539765,0.0008409771,0.0012905394,
124200,0.0012161029,0.0000000000,0.0005592698,0.0117191648,0.0013384200,,0.0009464523,0.0008359353,0.0012860917,
124300,0.0012054612,0.0000000000,0.0005550267,0.0117271232,0.0013408774,,0.0009371910,0.0008322191,0.0012778544,
124400,0.0012055205,0.0000000000,0.0005505577,0.0117312280,0.0013432232,,0.0009316439,0.0008363462,0.0012719532,
124500,0.0012098848,0.0000000019,0.0005488933,0.0117367139,0.0013442954,,0.0009335551,0.0008421982,0.0012740775,
124600,0.0012033662,0.0000000017,0.0005472311,0.0117441247,0.0013457295,,0.0009307431,0.0008398098,0.0012789469,
124700,0.0011961231,0.0000000015,0.0005451672,0.0117513264,0.0013427373,,0.0009328989,0.0008386284,0.0012731782,
124800,0.0011950684,0.0000000011,0.0005482312,0.0117618134,0.0013458096,,0.0009351792,0.0008449394,0.0012755626,
124900,0.0011997724,0.0000000000,0.0005437237,0.0117607362,0.0013400543,,0.0009350259,0.0008428217,0.0012750672,
125000,0.0012003775,0.0000000013,0.0005454830,0.0117699815,0.0013389642,,0.0009337352,0.0008316091,0.0012739970,
125100,0.0012041858,0.0000000000,0.0005485769,0.0117743853,0.0013385148,,0.0009256554,0.0008275367,0.0012710814,
125200,0.0012034602,0.0000000000,0.0005471797,0.0117786216,0.0013387196,,0.0009212826,0.0008218811,0.0012660578,
125300,0.0012128552,0.0000000013,0.0005445888,0.0117810941,0.0013454615,,0.0009259234,0.0008151614,0.0012701526,
125400,0.0012163335,0.0000000000,0.0005452089,0.0117761872,0.0013421086,,0.0009255310,0.0008179758,0.0012743659,
125500,0.0012233763,0.0000000000,0.0005450708,0.0117780658,0.0013478606,,0.0009179490,0.0008172430,0.0012827045,
125600,0.0012357639,0.0000000000,0.0005473479,0.0117738983,0.0013491254,,0.0009146757,0.0008123360,0.0012856064,
125700,0.0012417921,0.0000000015,0.0005454488,0.0117655894,0.0013534637,,0.0009176865,0.0008128705,0.0012888461,
125800,0.0012550285,0.0000000017,0.0005425193,0.0117654668,0.0013562071,,0.0009186249,0.0008053894,0.0012927938,
125900,0.0012599986,0.0000000000,0.0005425082,0.0117606604,0.0013472920,,0.0009263974,0.0007933052,0.0012946323,
126000,0.0012661034,0.0000000000,0.0005435943,0.0117597135,0.0013490271,,0.0009216067,0.0007801481,0.0012977690,
126100,0.0012732232,0.0000000000,0.0005436226,0.0117611207,0.0013393379,,0.0009209675,0.0007716458,0.0013045489,
126200,0.0012689097,0.0000000000,0.0005406642,0.0117503080,0.0013383071,,0.0009176573,0.0007644003,0.0013106077,
126300,0.0012642450,0.0000000011,0.0005373233,0.0117513725,0.0013376590,,0.0009178088,0.0007600245,0.0013174001,
126400,0.0012566862,0.0000000000,0.0005397139,0.0117487474,0.0013364005,,0.0009138756,0.0007623178,0.0013234712,
126500,0.0012631166,0.0000000013,0.0005425794,0.0117446907,0.0013347958,,0.0009173899,0.0007604553,0.0013260774,
126600,0.0012711238,0.0000000000,0.0005413547,0.0117472863,0.0013363490,,0.0009151240,0.0007620227,0.0013230893,
126700,0.0012830423,0.0000000019,0.0005424610,0.0117484231,0.0013480177,,0.0009136935,0.0007682991,0.0013201373,
126800,0.0012739997,0.0000000011,0.0005454098,0.0117430161,0.0013485097,,0.0009120288,0.0007652087,0.0013187397,
126900,0.0012744333,0.0000000000,0.0005509185,0.0117410704,0.0013467862,,0.0009108291,0.0007672442,0.0013205666,
127000,0.0012756049,0.0000000000,0.0005495499,0.0117409806,0.0013349186,,0.0009207547,0.0007552289,0.0013154306,
127100,0.0012747789,0.0000000008,0.0005469067,0.0117422784,0.0013278166,,0.0009220393,0.0007515846,0.0013175898,
127200,0.0012757931,0.0000000000,0.0005465446,0.0117408085,0.0013256643,,0.0009229107,0.0007484875,0.0013221888,
127300,0.0012632792,0.0000000000,0.0005479241,0.0117347769,0.0013224756,,0.0009284145,0.0007377629,0.0013239186,
127400,0.0012512911,0.0000000008,0.0005445542,0.0117343582,0.0013217013,,0.0009313182,0.0007369086,0.0013312500,
127500,0.0012429679,0.0000000000,0.0005417594,0.0117293917,0.0013220785,,0.0009333303,0.0007405769,0.0013302727,
127600,0.0012358180,0.0000000000,0.0005420311,0.0117300042,0.0013213241,,0.0009351285,0.0007504769,0.0013248726,
127700,0.0012326448,0.0000000013,0.0005442234,0.0117170804,0.0013202252,,0.0009332253,0.0007544858,0.0013146340,
127800,0.0012356915,0.0000000000,0.0005400351,0.0117080397,0.0013269649,,0.0009346018,0.0007603092,0.0013043733,
127900,0.0012349060,0.0000000000,0.0005464441,0.0117029154,0.0013264124,,0.0009330357,0.0007638594,0.0012972824,
128000,0.0012274652,0.0000000017,0.0005474201,0.0116950652,0.0013258333,,0.0009337117,0.0007583895,0.0012908272,
128100,0.0012273078,0.0000000000,0.0005499807,0.0116926796,0.0013211260,,0.0009368739,0.0007644859,0.0012871840,
128200,0.0012308046,0.0000000011,0.0005526399,0.0116880007,0.0013176573,,0.0009374325,0.0007608861,0.0012807210,
128300,0.0012241207,0.0000000011,0.0005492864,0.0116886718,0.0013128243,,0.0009300292,0.0007499044,0.0012836119,
128400,0.0012242367,0.0000000017,0.0005501119,0.0116840966,0.0013142329,,0.0009273525,0.0007492389,0.0012812972,
128500,0.0012201181,0.0000000000,0.0005542014,0.0116772993,0.0013120642,,0.0009244553,0.0007536963,0.0012802425,
128600,0.0012153779,0.0000000011,0.0005530308,0.0116762814,0.0013126271,,0.0009247767,0.0007561274,0.0012826282,
128700,0.0012077487,0.0000000000,0.0005558332,0.0116790218,0.0013114823,,0.0009279309,0.0007543446,0.0012737800,
128800,0.0012145773,0.0000000000,0.0005608784,0.0116779160,0.0013127574,,0.0009234370,0.0007614051,0.0012733702,
128900,0.0012227577,0.0000000019,0.0005616244,0.0116819997,0.0013163485,,0.0009247104,0.0007630545,0.0012636040,
129000,0.0012205423,0.0000000017,0.0005623229,0.0116799104,0.0013157900,,0.0009296351,0.0007541780,0.0012610378,
129100,0.0012253749,0.0000000000,0.0005625138,0.0116726796,0.0013164931,,0.0009323605,0.0007506532,0.0012578241,
129200,0.0012206304,0.0000000000,0.0005581406,0.0116717234,0.0013085003,,0.0009322797,0.0007462503,0.0012570076,
129300,0.0012239353,0.0000000008,0.0005601527,0.0116726469,0.0013067400,,0.0009312149,0.0007424456,0.0012611617,
129400,0.0012231856,0.0000000015,0.0005593957,0.0116668263,0.0013024949,,0.0009294132,0.0007374385,0.0012618846,
129500,0.0012163755,0.0000000000,0.0005598247,0.0116615916,0.0013011092,,0.0009238211,0.0007365418,0.0012629999,
129600,0.0012209876,0.0000000000,0.0005565799,0.0116618893,0.0013030849,,0.0009250582,0.0007332626,0.0012609579,
129700,0.0012196327,0.0000000017,0.0005605672,0.0116574577,0.0013082551,,0.0009220422,0.0007392544,0.0012645523,
129800,0.0012182502,0.0000000008,0.0005590733,0.0116503458,0.0013117416,,0.0009281538,0.0007416396,0.0012561444,
129900,0.0012128541,0.0000000000,0.0005656454,0.0116439211,0.0013072652,,0.0009259190,0.0007431752,0.0012488146,
130000,0.0012152365,0.0000000000,0.0005644865,0.0116415628,0.0013120957,,0.0009273147,0.0007402147,0.0012438973,
130100,0.0012139425,0.0000000015,0.0005697551,0.0116335666,0.0012989236,,0.0009260538,0.0007280332,0.0012466903,
130200,0.0012255700,0.0000000015,0.0005750393,0.0116358522,0.0013018824,,0.0009254762,0.0007247685,0.0012510413,
130300,0.0012336966,0.0000000000,0.0005755368,0.0116305469,0.0012984501,,0.0009280316,0.0007216604,0.0012498799,
130400,0.0012319167,0.0000000000,0.0005749112,0.0116234866,0.0013049498,,0.0009273925,0.0007238227,0.0012570488,
130500,0.0012193280,0.0000000000,0.0005712933,0.0116183656,0.0013025595,,0.0009296293,0.0007266685,0.0012545239,
130600,0.0012157525,0.0000000011,0.0005740695,0.0116108480,0.0013020684,,0.0009351017,0.0007283238,0.0012578422,
130700,0.0012145525,0.0000000011,0.0005740719,0.0116005468,0.0012958359,,0.0009361308,0.0007298259,0.0012526595,
130800,0.0012229483,0.0000000011,0.0005773556,0.0116008244,0.0012907550,,0.0009397874,0.0007254038,0.0012496989,
130900,0.0012187089,0.0000000000,0.0005747331,0.0115915161,0.0012893807,,0.0009360838,0.0007219889,0.0012568599,
131000,0.0012142911,0.0000000020,0.0005768345,0.0115862191,0.0012872616,,0.0009351111,0.0007161838,0.0012598444,
131100,0.0012015318,0.0000000000,0.0005774976,0.0115816966,0.0012815425,,0.0009289081,0.0007193643,0.0012582133,
131200,0.0011955513,0.0000000000,0.0005749762,0.0115781942,0.0012821137,,0.0009297815,0.0007314647,0.0012620737,
131300,0.0011913003,0.0000000015,0.0005762770,0.0115672479,0.0012800854,,0.0009239004,0.0007321084,0.0012568374,
131400,0.0011827578,0.0000000011,0.0005758141,0.0115594355,0.0012745972,,0.0009246102,0.0007324295,0.0012493831,
131500,0.0011853446,0.0000000000,0.0005767646,0.0115548314,0.0012677555,,0.0009223726,0.0007377462,0.0012412277,
131600,0.0011910390,0.0000000015,0.0005753837,0.0115450259,0.0012700977,,0.0009282294,0.0007424310,0.0012367838,
131700,0.0011804983,0.0000000015,0.0005827248,0.0115387750,0.0012748370,,0.0009267432,0.0007459324,0.0012338233,
131800,0.0011714498,0.0000000013,0.0005864157,0.0115337130,0.0012765699,,0.0009254078,0.0007447818,0.0012321274,
131900,0.0011693301,0.0000000000,0.0005826902,0.0115305307,0.0012684151,,0.0009241544,0.0007490866,0.0012235532,
132000,0.0011739432,0.0000000000,0.0005835106,0.0115243104,0.0012638465,,0.0009249168,0.0007508805,0.0012163502,
132100,0.0011831858,0.0000000020,0.0005855668,0.0115227980,0.0012671654,,0.0009215713,0.0007492937,0.0012143586,
132200,0.0011763266,0.0000000000,0.0005826701,0.0115171101,0.0012697552,,0.0009255502,0.0007430935,0.0012150249,
132300,0.0011790589,0.0000000000,0.0005805655,0.0115113294,0.0012724123,,0.0009277914,0.0007484274,0.0012173830,
132400,0.0011686272,0.0000000015,0.0005803711,0.0115030876,0.0012685609,,0.0009311913,0.0007450815,0.0012145994,
132500,0.0011682088,0.0000000000,0.0005796944,0.0114975238,0.0012634594,,0.0009278827,0.0007429494,0.0012189594,
132600,0.0011676607,0.0000000011,0.0005784173,0.0114887892,0.0012557433,,0.0009267507,0.0007407768,0.0012209705,
132700,0.0011659538,0.0000000008,0.0005773012,0.0114821556,0.0012579250,,0.0009289402,0.0007423619,0.0012188091,
132800,0.0011588294,0.0000000013,0.0005795766,0.0114805362,0.0012521885,,0.0009342434,0.0007364776,0.0012147013,
132900,0.0011547184,0.0000000000,0.0005770941,0.0114770404,0.0012561556,,0.0009313618,0.0007419206,0.0012164548,
133000,0.0011616617,0.0000000008,0.0005774746,0.0114685739,0.0012551751,,0.0009373526,0.0007413208,0.0012132300,
133100,0.0011566086,0.0000000000,0.0005781825,0.0114617991,0.0012567497,,0.0009418730,0.0007458898,0.0012143881,
133200,0.0011551013,0.0000000000,0.0005776326,0.0114511247,0.0012623491,,0.0009435016,0.0007537789,0.0012018937,
133300,0.0011541313,0.0000000000,0.0005810424,0.0114467182,0.0012582962,,0.0009345290,0.0007461014,0.0011994963,
133400,0.0011552818,0.0000000000,0.0005819585,0.0114362171,0.0012600513,,0.0009356174,0.0007504177,0.0011962722,
133500,0.0011647789,0.0000000000,0.0005780714,0.0114301993,0.0012548000,,0.0009299458,0.0007428145,0.0011964087,
133600,0.0011703093,0.0000000020,0.0005791680,0.0114231525,0.0012545855,,0.0009263253,0.0007430839,0.0012000897,
133700,0.0011697600,0.0000000008,0.0005770010,0.0114189644,0.0012622197,,0.0009224445,0.0007435840,0.0011979314,
133800,0.0011655242,0.0000000000,0.0005738375,0.0114135934,0.0012612941,,0.0009194169,0.0007402500,0.0012061715,
133900,0.0011768997,0.0000000000,0.0005760166,0.0114071924,0.0012609985,,0.0009152101,0.0007436505,0.0012077482,
134000,0.0011850330,0.0000000000,0.0005768014,0.0114002322,0.0012572135,,0.0009157135,0.0007312134,0.0012025466,
134100,0.0011915985,0.0000000000,0.0005768214,0.0113978495,0.0012610360,,0.0009083998,0.0007295874,0.0012096580,
134200,0.0011890643,0.0000000022,0.0005775724,0.0113934592,0.0012626161,,0.0009109570,0.0007289579,0.0012035601,
134300,0.0011791782,0.0000000000,0.0005721964,0.0113893805,0.0012592928,,0.0009182015,0.0007190452,0.0012158421,
134400,0.0011759498,0.0000000019,0.0005780276,0.0113838779,0.0012527658,,0.0009203700,0.0007176064,0.0012166774,
134500,0.0011766561,0.0000000000,0.0005798665,0.0113821440,0.0012459952,,0.0009213681,0.0007122406,0.0012241113,
134600,0.0011702373,0.0000000000,0.0005774035,0.0113762952,0.0012431857,,0.0009202990,0.0007183331,0.0012219477,
134700,0.0011556079,0.0000000000,0.0005763897,0.0113721564,0.0012459838,,0.0009175380,0.0007122273,0.0012232853,
134800,0.0011496301,0.0000000011,0.0005773923,0.0113707432,0.0012420690,,0.0009183063,0.0007144650,0.0012265704,
134900,0.0011511858,0.0000000000,0.0005765730,0.0113651006,0.0012438007,,0.0009186380,0.0007298453,0.0012243532,
135000,0.0011455844,0.0000000011,0.0005773987,0.0113653176,0.0012484749,,0.0009157232,0.0007374247,0.0012269139,
135100,0.0011375910,0.0000000008,0.0005741469,0.0113538037,0.0012454562,,0.0009125355,0.0007344650,0.0012184751,
135200,0.0011382490,0.0000000011,0.0005729554,0.0113477733,0.0012426754,,0.0009115953,0.0007442384,0.0012106163,
135300,0.0011480179,0.0000000000,0.0005717734,0.0113385469,0.0012444080,,0.0009208150,0.0007468962,0.0012038077,
